,ComplaintTrain,ComplaintTrainLabel,EmotionTrain,EmotionTrainLabel,SentimentTrain,SentimentTrainLabel,SeverityTrain,SeverityTrainLabel
3326,gave papers for home loan 7 days back with promise of 24 hour approval till date with multiple follow ups no one has responded for a privilege customer sec 107 noida,1,very bad customer service of indusind bank,5,fail transaction,0,what kind of joke is this ? despite sending you all the details about the transaction you are saying my account has been marked as dormant even it is not 2 years . you just know how to harass people that is all it is . help please . .,1
3327,what a great economy . markets red again .,0,the problem is the first plane was not dependent on the idea that everyone could rely on that plane long term as an enduring thing to get behind . bitcoin is an experiment of can digital scarcity exist and endure long term if it can not nothing ever can failure of the idea,5,why did i get a random facebook dm from a stranger asking me if i lost my debit card at the gas station weary face pleading face . like thank you god that there are still good people in this world !,2,yep and my federal 2 . 5 raise means i am making less money this year . good thing my house went up 50k in value . and my paid off 2016 toyota corolla that i bought for 11k with 40k miles is now worth 17k . inflation is great .,4
3328,picking a right maf is more riskier than mid and smallcap fund . see the gap between best and worst fun in the same category .,0,i yesterday applied for flipkart axis credit card even i did not receive my card then also you fined 590rs even without asking me what the hell this fraud you are doing i blocked call then also i have to pay . pls register my complaint,5,14 another reason is someone beat you to it . if we both try to mint the last but you offered a higher tip your transaction will get added first . if the blockchain says you own littles 10 00 it will not let me also own it so my slow txn will fail and waste gas,0,if anyone else has had an issue with a refund not being granted that is explicitly listed in the policy listed on website please get in touch . i want your story . screwedbydeliveroo,3
3329,it is been over 24 hours since reported . no call from bank and the response from branch is same app not working come tomorrow . icicibank,1,your branch manager denied to give loan documents to the customer because he is poor person and mislead him and harassed him and due to this pressure they recovered 5 lakhs rupees on the name of renewable now he denied . . delay justice means no justice . . i will see u court . !,2,while performing fund transfer in imobile app i accidentally clicked on loans tab . in the next 30 minutes i received 2 calls from bank representatives to check about my loan inquiry in the app . what kind of data privacy is this ?,0,dear sir ceo founder of bharatpe myself abhishek here . i am employe of bharatpe as a fse in north delhi . me and my team do not get salary since september 2021 plz resolve this asap abhishek 8448831450,3
3330,so everytime if someone try to make a payment and is short of money in the account for the said transaction the person will be charged for that ? what kind of crap is that ? what is the customer s mistake ? how dare he try to make a payment without having money ?,1,i wanted to make a transaction through online banking but was not able to receive otp neither login sms into app . you never fail to disappoint your customers and is sleeping .,5,investments what if i pay my bills through credit card and invest money in stocks for 40 days is it a good idea or to buy short term mutual fund or crypto ? please guide me . what pros and cons,1,can you make mastercard debit card direct transfers available for transfers to jamaica ? scotiabank is doing away with all visa debit cards coming this february in favor of mastercard debit cards . it would be great if you could allow us to send directly to mastercard .,4
3331,return my 1750 that was a failed transaction since 25 12 2021 . i have complain and nothing have be done since then,1,understand the phenomenon of money market funds and why they make a good choice for investors with low risk appetites . tatacapital blog money moneymarket fund investment finance fintech,4,green lights ? ? try this instead . best community best chart best in the bsc . greenchart is the next safemoon greenchartbsc,2,another great keep calm pod w in particular discussion with prof solomon re total return vs price only dividend reinvestment for mutual funds and performance measurement .,4
3332,i love chime so far but just one tip can y all have a update we re we can send money to anyone with out the hassle like the way y all do it rn we re it sends them a link to a website and makes them add there debit card it a good idea,0,that is what i am saying . i have responded to that email and still no response .,5,i am operating my account since last 11 years . . my salary comes in that account but still hdfc cuts yearly charges of debit card and my account is saving account .,0,am requesting for help ! justice is all am looking for . my 5 months salary which am waiting for the last 26 months .,3
3333,that we need asset building policies like a matched savings version of baby bonds to ensure our generations are not saddled with debt by also eliminating pell grants federal loans baby bonuses . financial transaction tax and smaller allowance for estate taxes .,0,the only logical rotation cash . and then stocks and gold when the fed flips,4,breaking u . s . employers added only 199 00 jobs in december as hiring slowed and the economy stumbled even before omicron threatened the labor market reports and,0,applied for loan on credit card . loan amount did not credit into savings account . the emi is already blocked . either cancel the loan or credit the loan amount . how you guys can block the limit without giving the loan ?,1
3334,best trade on nvda . struggled early today and then missed all the great moves an hour later . we will call it a win for my boomer mutual funds . bbtfamily daytrading trading stocks stockmarket nasdaq,0,please share all the transaction details to proof that you have refunded . fail to give means you are again giving flase statements .,5,money is received debited and received by your bank but not displaying on my mobikwik account and also transaction history is showing that no transaction has been happened . this is not the digital india i expected .,0,that is because they were dealing with hordes of religious zealots and those people are completely insane . you can get away with a lot when the only objective is to force others to abide by your religion . there is also no financial element of that policy .,4
3335,my daughter works retail . every day someone is calling out with covid symptoms . customers complain about the line to check out being too long . asking why she wipes the counter after every transaction . burger king near us had only 2 employees the other day . can t operate that way .,1,instant gold loan now at the lowest ever interest rate of just 57 paise per month . apply now . goldloan lowinterestrates instantloan financialservices unlockwithmanappuram manappuramfinance,4,we can complain about both it s just that one uses considerably more energy per transaction than the other,0,is a very worst service . they mentioned in terms and conditions they will deliver in 2 working days . but i am order on 1st december iphone 12 and i paid also . after waiting 1 week i call them and ask them about my order then i knows there is out of stock,2
3336,my transaction got failed due to domestic online transaction is disabled . i do not have icici debit card or net banking . how do i activate . if not possible . tell me process how to stop credit card,1,the humans that view lightning cash app integration as baffling are the ones that say bitcoin ? no one wants to spend bitcoin . it s always going up they fail to realize it s part of the plan first as a sov then it transforms to an even better transaction layer . bitcoin,5,good info . . mutual funds sahi hai face with raised eyebrow . . the traditional way of investing still dominates . . huge scope in this decade for a major shift ! jaago india jaago nifty50 investing investments equity stocks investor sensex trading,2,good it is probably weaker then . one more push for shots then they will abandon shots and start charging for testing . it is all a pharma money grab,4
3337,worse worst worstest bank with customer support service i have come across . . my money has been with them since 8th dec 2021 . . till now no one has responded to all my complaint on almost all their platforms . . even facebook . my sister beware of scammers in disguise oo,1,credit card is a great way to still earn interest until the end of the month when you pay it off in full .,3,is blockchain gaming people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is dna cat gaming platform ? if the number of users spikes will transactions on dna cat get congested ?,1,better than bitcoin debit card,4
3338,we thank you for approaching the income tax department regarding your grievance . we are looking into your grievance on behalf of income tax department and will revert to you shortly . inconvenience caused if any is regretted .,1,btc 1h failure initial target 43k 4h still look ok bitcoin,4,perhaps,1,expect nothing less than the best of of what us fund source can offer you ! all you have to do is apply with two simple and easy steps check mark button fill out one page application check mark button custom approvals lending loan smallbusiness funding,4
3339,her fianc should have had life insurance . that s called financial planning . everyone thinks everyone else should pay for them . i did plan . i had a disability policy . the problem is the insurance company didn t pay and the democratic judges didn t enforce it . that s why i m mad .,0,i have a check that will not go through on mobile deposit the nearest atm is more than an hour s drive away and when i spoke to some at a branch they said i cannot mail in a check for deposit . what are my options ? i am about to cut and run to a local bank .,5,bestoftheweek are you planning to invest in mutual funds in this new year ? check out these sip portfolios . mutualfunds,1,is american funds cap world growth and income r3 rwicx a strong mutual fund pick right now ? business startup success,4
3340,hi jyotish ! we understand your concern . you can deposit funds using mobikwik via upi or debit card payments while the wallet top up is enabled by them . the payment gateway supports limited banks and they are trying to onboard more banks . we shall try to enable upi asap . thanks !,0,this is a clear insightful thread that describes the unintended consequence of fiscal and financial policy in the 70 s has increased homelessness while hindering new home ownwership with all the socioeconomic implications,4,no response till now . . get me a valid mail id,1,hello good morning please my card was just used to fund an online acct with the number attached debit ac 2xx . . 21x amt ngn 1 00 . 00 des web pur bet9ja 1562077957 pstk date 14 jan 2022 02 43 please want to know the name associated with this account,4
3341,i am sorry to say that i have purchased the product from your amazon shopping platform and the product is defective . i want refunded balance even still no response i want help from amazon india please help me about it,1,loan number 55836878 is fully paid to cred . they have issue in there system . for this why customer is suffering ? is this the way you work ?,5,good evening . thank you for engaging us . the application fee for mastercard debit card is kes 720 . the application processing is instant . please visit our branch near you for assistance .,2,tune in to to hear pfizerceo bourla sell more profitable injections to the public . topped off with pills . . the never ending variants cash stream . i think the on air reporters actually believe the bs .,4
3342,there is no response from icici or rbi . we do not need advertisement but need good service . hope i will get response on this tweet,1,i have icici bank amazon credit card and i have not received my cashback for the month november 2021 . . when i complaint icici they told me to complain in amazon for same and amazon told me to complain icici bank . . pls find screenshot . .,5,yeah . they always get u . u never know what u get till transaction goes in your wallet account . sorry dude,0,best large cap mutual funds as on 15 1 2022 largecap mutualfunds investments,4
3343,am i able to do a charge back of 1 . 90 ? have issued an unpaid toll charge notice and i appealed as i had paid on the 29 november as per transaction reference however tt2 are saying they cannot locate the payment ?,1,your not paying any income tax below 75k . maybe find a direct grievance . wilted flower clown face,5,dear ma am please refund my processing fee becouse amount deducted by mistake 77210527571 this is my application please cancell this loan and refund 13 dec 21 deducted not refund 300 pls resolve i mobile pay mistake refund amount,0,i have registered a complaint against . they are mentally harrasing me to redispatch my credit card from last 40 days and no action has been taken . i have also sent out a complaint on crpc regarding rbl bank credit card . shameful,1
3344,good food is the foundation of genuine happiness . find yours at just rs 9 with hdfc bank times points debit card . food foodie goodfood goodpeople deals promotions subscription rewards newyear hny 2022,0,adopt tos comment dm email to claim paypal and debit credit card 10 discount for current and former 5 patrons both of them have th galleries if you want to see what they come with fire radioactive,4,hi lawrence the buck debit cards come in 5 great colours while the credit card comes in 2 shades black and white . you can check the colours for the debit cards here hope this helps ! christine,1,now its at 41 uou could have flipped it for quick cash . bu hey dont listen to the rando nice guy on the internets,4
3345,. best panelist today rich saperstein . stay with large tech with strong cash flow to market cap ratios was his message .,0,hey icici bank today i got call from bank and i asked them regarding my atm transaction which was done till 25 th dec so conversation had been they said icici bank is not liable for any financial loss they advised me to block 1 1,5,hello jio mart i think 6 jan has already gone and no response till date . total failure of services and commitment . do you expect me to be your customer anymore ? money has been taken but goods not delivered so a clear loot theft cheating cc,0,this is not fair because such a big bank is failed update credit card application status to applicant even after more than 4 months means bank is failed in some where . kindly note this is not correct i will write to rbi against it .,3
3346,i have applied for an ipo for which amount was blocked i did not get ipo allotment but still my account is having hold of 1400 bolcked amt . . my mandate is also expired on 29 dec . . hold is from branch dau inb where i tried to contact but no response,1,debit card,4,worst service ordered food not delivered and app says delivered delivered guy said given to some one else by mistake zomato support no updates if this service continue your stock crashes and company will declare bankruptcy cause not user friendly deletezomato,0,even if the card balance is 0 ? i really can t afford the way you force me to pay a certain of the cards balance . every other card allows me to choose how much i pay each month why are you the only credit card forcing me to pay more than what i can afford ?,3
3347,good but needs to include mutual funds .,0,at least 15 lawmakers who hold powerful positions on a pair of house and senate committees that control us military policy have financial ties to prominent defense contractors that together were worth nearly 1 million in 2020,3,i am ashish kumar tripathi . i am waiting for my credit card from last one and half year . i do not know my credit card number so how can i speak to your customer care executive as they asked me to entercard number . kindly ask your team to call me o 9818780207 or 8700398851,0,2022 is off to a great start . my daughter is puking ive got a stomach virus and someone stole 1200 from my credit card . happy new year rolling on the floor laughing,4
3348,ppfas mf is one of the best value mutual fund for long term investing . this news would certainly help the beaten down stock like itc,0,i m not seeing chase statement credits for gopuff transactions . is this an issue for others ?,6,what is etf ? is it better than index fund or other mutual funds ?,1,sound cool,4
3349,indian climatic conditions best here climate is generally hot after january we need not worry much about omicron only safety precautions masks and no gatherings our economy performing best,0,buy and be happy next safemon rocket rocket fire safemoonarmy greenchartarmy greenchartbsc green heart green heart best community ! ! green heart green heart,3,dear team i got automatic voice call to confirm transactions rs 200 but i did 800 transaction 3 times . . hence i selected the decline option . . then the call says card blocked . . kindly check the status . . if it is blocked kindly remove . thx details in dm,0,i have already shared details . please check and help me to resolve this issue . as payment is on hold for more than 7 8 days,3
3350,thank you for your concern . the screenshot do not contain any banking information except transaction id and name of person linked with merchant account . please do necessary action to reach that fraud person .,1,jee ha maine suddenly cyber crime portal me complain kiya aur acknowledgement no 324012200128 hai bank me bhi complain kiya hu . but sbi bank se koi reply nahi aaya . aap hi boliye mai kya karu . .,5,i love the concept i just don t have the cash to protect them or even self i don t want them taught in schools that are woke blm crackhouses i don t want them raised in a culture that vilified the british north americans that built it but exalts all others so . . no,0,please help my imps transaction number 136401602410 got stuck . please do the needful,3
3351,uber lyft discount cards for blind riders in utah 100 . 00 for a 200 . 00 gift card . the gift cards can only be ordered using a debit or credit card . if you are interested in using uber lyft call 801 245 9264 between the hours of 10 00 a . m . and 5 00 p . m .,0,stmx will have an incredible q1 and here s why full utility project the easiest way to earn and spend crypto for the everyday consumer debit card release with better cash back than any major credit card on the planet up to 8 on amazon 15 00 partner stores and counting,3,india china trade grows to record 125 billion in 2021 despite tensions in eastern ladakh the econ . . via,2,naya saal nayi ummeedein ! pnbbusinessexpresscheme for patanjali ayurveda limited offers loan upto rs 5 crore . now set up renovate or furnish your showroom with financial support at one of the lowest interest rates . for more information visit,4
3352,the sandp 500 index has long been the best known proxy for the u . s . stock market and several mutual funds and exchange traded funds etfs that passively track the index have become popular investment vehicles .,0,20 trillion economy world highest disposable income and they cannot buy high quality mask . govt is giving for free . what kind of socialists and populist measure is this ?,6,will be joining and on squawk box asia at 6 40pmet to discuss latest outlook on the chinese economy . tune in !,1,hackers use credit card filters to obtain magnetic stripe information of a credit or debit card . the information received is not limited to credit card password numbers cvv and expiration date . this information comes in the form of pin 101 or 201 dump,4
3353,what happened to the tax cuts frank ? you republicans love to say how it s the best for the economy . biden didn t take the tax cuts away so wtf ?,0,same thing happen with me they are cheating with customer and earning money,5,but yes i will for sure make aware people not to purchase any necessary or on time products form as one will receive damaged product or not on time and then bad customer service .,0,order id od22365713144768100 need a refund for this order id of amount rs . 379 . contacting for 3 4 days but no response from flipkart . why are you cheating and looting peoples hardwork money . scam and fraud company .,0
3354,keep your bot based replies to yourself . if you any shame and self respect ask a human in sj to contact me and explain why you have stolen my money .,1,no response from there and customer care guy picking the phone and not responding on call and they disconnect the call even,5,have you made your new year s resolutions yet ? use this year to protect you and your loved ones financial futures with a life insurance policy . let s connect to get started !,2,now do total individual payrolls 2022 vs 2016 . are actual taxable payrolls greater during this 4 percent unemployment rate ? betting we lost jobs in total due to retirements being greater than new jobs added . the great retirement economy . keep the 401ks alive . . .,4
3355,hi sorry not the best of times for this . use a credit card instead of debit upi so that you can raise a dispute and let the bank work with the vendor on resolving it . your payment will be on hold and removed from current month bill . saves a lot of time and less frustration .,0,us tech shares jump as powell s comments reassure markets stocks economy,4,the fca seem to operate on alternative standards of time and reality . it seems that their objective is to protect firms rather than uphold their own regulations the law or to protect investors .,1,finally made a better app for stock market and mutual funds and upgraded us from 2010 design icicidirect need some improvements but it is start . good luck crossed fingers,4
3356,trade india agrees to allow imports of american pork its products says ustr the economic times via,0,scam alert folded hands light skin tone my loan a cno 59231155 has been deducted by 34090 on 9 04 2021 and i m trying to contact many branches an several times mailed but my amount has not been reverted back . this is not expected from and please take control of this,0,is possible to get student loan on low civil score ?,1,started investing in meezan mutual fund from 2016 i was in very good profits till 2017 . after that my investment was halfed . it took a couple of years till i recovered my initial investment . during this time meezan mutual fund did not share any dividend which was strange .,4
3357,biden doesn t understand the economy and energy issues . the crazies in washington have been pushing irrational policies that increase energy prices . voters farmers and businesses use energy . higher energy prices will increase food prices and inflation . voters will respond .,0,kindly inform me that these are only advertisements in offer section of hdfc netbanking site or pre approved offers ? here which is the pre approved offer of 5he credit card for me ? should i have to apply here or avoid it ? thanks,5,reliance would end up doing everything . as long as they have mota bhai wo can plan n execute to become largest player in all the industry they are getting into reliance would do well . otherwise a diversified mutual fund will give better return imho,2,a project built on top of a shitcoin is a failure before it even launches . the platform you will need to build on to succeed is bitcoin . new blockchain tech is just the same blockchain tech but with the dials set to different settings .,4
3358,gohenry debit card for kids review good for an only child story,0,in blockchain gaming people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is enginesoffury gaming platform ? if the number of users spikes will transactions on enginesoffury get congested ?,4,no sir its ok but made 520 high . . boom eagerly waiting for next cash k option . red heart lv and gbu sir,2,i went for the wheel and got 4 back on top of 5 bonus for amazon gift card . i red heart and stacking bitcoin if you want to stacksats with the best bitcoin debit card check it out here,4
3359,coming soon ya very own life debit card spend your life anywhere mastercard visa is accepted 39 apy free tokens when staked spend them on in amazon walmart ebay home depot etc . i love life life is great enjoy it check out life lifecrypto,0,its been 41 days has not refunded my money which is definitely not a small amount first month instalments i have already paid and have lost 7 . 5 k waiting for a refund since 41 fucking days is really not acceptable .,0,i remember interest rates on savings accounts and other cash investments in the mid to late 70s were north of 10 some 12 15 . not seeing that kind of return on my savings account now !,0,dear team as i am facing issue with flipkart neither they or refunding my money nor returning product kindly intervene on same od22369582915085800,1
3360,better invest in mutual funds bro if stock picking is not your cup of tea .,0,twitter users to airbnb ceo accepting crypto payments would be awesome crypto cryptonews innovation tech payments cc,3,my morning is off to a great start . i slept well last night had my first therapy session this morning my new american express platinum credit card is being delivered today and i m about to have a great breakfast . dizzy dizzy,2,i always brag about getting paid 2 days earlier to co workers whenever they complain about getting paid in two days just sign up people it is a really good and easy to use credit debit card app . glad i used it as my starter card rather than anything else tbh,4
3361,where is gap pls return all my money or send my parcel on time . . are you working from any other planet . are you guys serious about your services if yes pls contact me . . i want to clear something with you . . irresponsible behavior is really objectionable .,1,i notice now that all my debit card details are now available to view on the app so maybe now s the time to think about numberless cards ? i notice chase uk does this i think its a good security measure .,3,i maid a payment of 4900 rs on rent pay on paytm i maid on 3rd jan till now my amount was not settled in bank . my number is 8618509788 . i totally upset with your bad service . plese do need full . enraged face angry face enraged face i maid also but no response .,0,u were v irresponsive all throughout the transaction u promise dates but fail to report u gave refunds super late n now u think u can fool me n say u accidentally sent me the refund twice when tbh i only got it once . u ask me pa to give it back to some other number haha lol,3
3362,very very bad experience with icici credit card ! beware . . bank has levied all sort of charges for which they have no policy of one time waiver being a new credit card customer . i have settled all my other o s in full . high penalty for 2 3 days delay,1,nothing worse than a bored rich person wanting to change everyone is lives !,1,uk trade minister to launch fta talks in delhi next week via,2,good day it was good practice i was observing of yr bank small orange diamond debiting for credit card yearly charges without issuing any card small orange diamond no action taken by bank from last 7 yrs on this complaint small orange diamond threatning call and messages to size my other a c yes great customer service,4
3363,may we know why your captains are asking for extra money in guwahati city while we book any ride ?,1,hope the investors share the author s optimism of achiving 1 trillion digital economy by 2025 . with rs 76 00 crore pli scheme india set to action its semiconductor fab vision via,4,doordash has a company policy in place that says if they issue you too many credits then they can no longer refund your money nor give you credits if they mess your order up after you have surpassed their threshold . i am pretty sure this is illegal .,0,in blockchain gaming people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is zomfitoken gaming platform ? if the number of users spikes will transactions on zomfitoken get congested ?,3
3364,what scoring model are u using when im looking a my citi credit card,1,after waiting for 5 hour my frnd had gone to madhubani branch of and he got the loan in max 25mints . thanxx for this help,5,why not invest in mutual funds ? they are experts . i have less time to devote to study markets so i put my money in funds that compound . returns are better than fd gold,2,over a week without a debit card and holy cow maybe i don t need it anymore . haven t bought anything this past week . a dollar saved is a dollar made to quote the great dollar bill stearn off billions .,4
3365,swiping my debit card gives me such an immense rush omg . . ! ! something online shopping cant offer . . is retail back in style ? is it the new hipster ? the new yas and wig and slay ?,0,have you ever found yourself staring at your transaction files and realized your mind is somewhere else ? do you find yourself reading the same document repeatedly and still not comprehending it ? sadly many agents fail to take any type of break from thei,5,need support for payment related issue . amount deducted my account but not added my credit card . in the cred app you said it will take 2 days time but it will cross my due date,0,they are you are welcome to return there also i dont need some racist pig with a grievance to comment on my citizenship as though melanin content makes you more south african than me ive been here longer than you and paid 10 times the tax you have im more south acrican you are,1
3366,hi faizan ! we understand your concern . you can deposit funds using mobikwik via upi or debit card payments while the wallet top up is enabled by them . the payment gateway supports limited banks and they are trying to onboard more banks . we shall try and enable upi asap . thanks !,0,i will take the cash equivalent,4,hi i am rajesh . i have hdfc indigo credit card ending 9807 and i have spent 500 within 90 days . i want to know is my card is life time free as per terms ?,0,good morning sir my personal loan closure on september 2021 but still no issue of closure certificate . kindly take necessary action . my contact no 9894575087 or my mail id gurumano69 if details need i send personal and give id or contact no thanking u,3
3367,excluding vgx which is a steal right now 1 . luna can never have a enough of the best economics in crypto 2 . elgd just bought utrust and primed to surge 3 . stmx debit card imminent 4 . dot 12 staking and low price 5 . btc onchain data not congruent w price action,0,late to party hope this makes the cut . in the camp of many great wines but this is still my best,3,i m zomato delivery boy i paid my cash through paytm money has been debited from my account zomato said this transaction is fail due to time out paytm said from our end this has been successful i attaching both paytm and zomato s recept i complained but still unsolved,0,of avax you have in your wallet . but if you do not have enough axax the transaction will fail . consider the transaction summary below . you will see that the only transaction that went successfully is the one of 20 avax .,3
3368,equal voting rights is a head start ? last i checked biden s policies applied to all who met them based on financial conditions not color of ones skin .,0,uk reaches a record us 11 . 6bn in fintech investment in 2021 fintech startups banking openbanking api tech payments innovation cc,4,agree wise advice from rich index etfs and 401 money continues to buy big cap tech b c they dominate indices and funds couple that w ceo cfo directed buybacks in all of them and you have a double backstop all solid earners w huge current cash flow and earnings goog fb aapl msft,2,i don t take it personally at all . i m grateful for my amazon corporate job . great salary . tremendous benefits . stocks . allowed me to be completely debt free . no mortgage . no car notes . no credit card bills . i m happy . take care !,4
3369,your not paying any income tax below 75k . maybe find a direct grievance . wilted flower clown face,1,this is not acceptable . i have already provided home loan lap force closure condition from axis bank . irresponsible .,5,imagine what the party can do if it looked just like america . if it looked like the democratic party . then maybe we would not have democrats backing insider trading with stocks deregulating financial predators and big banks opposing effective policies . .,1,this is going to be the best collaboration ever ! can you give us some knowledge about your upcoming project ? and exciting opportunity crossed fingers light skin tone rooting for your success ! red heart,4
3370,sip vs . lumpsum which is the best way to invest in mutual fund ?,0,worlds worst bank to avail car loan award goes to none other than hdfcbank bug bug angry face bug bug leadersathdfcbank angry face angry face sachinsinghcheater angry face hdfcbanktheleeches bug bug,0,hi please respond on my issue its been 18days and no communication from your team and worst interface for customer support . ticket had been raised but there is no response from 15days . did not expect this carelessness from top company like paytm . ticketid 3132105070,0,tatasky wants me to dm 4 knowing d facts n resolution . wonder y dey hv a centre with illiterates who say sorry . v understand . error is on our part . but no v ll not refund your money n den swiftly disconnect ? poortata,1
3371,4 reasons you re seeing empty grocery store shelves food supplychaincrisis,0,a lot is happening in the passive fund arena as new age mutual funds and also some of the traditional ones eye the passive space to attract investor attention and their monies . is passive really a better bet or just smart packaging ? my latest deep dive . .,3,call me urgently i am not greting any response from toll free no my huge amount get deducted from my account,0,according to money it is cheap . but quality is not good . money quality . less money less quality,2
3372,fraud website cheaters give my money back have been waiting for the refund for past 2 months every time same lame excuse ref954911015 . kindly help,1,have never seen a useless and a fraudulent app like fairmoney . on several note have been attempting carrying out transaction with my card so unfortunate that i will be debited and the money will never get to the recipient . have laid an email complain still nothing .,5,it has been 5 days with no response ! so please do not give me that rubbish that someone will be in contact shortly ! i have since attempted to call in again to be hung up on ! again !,0,so pathetic experience once again got call at least 10 times after saying no for credit credit when called today for wrong transaction done by me you stupid customer care is asking me to press 1 2 3 and so on and call got hung up . worst bank,2
3373,visited more than 3 atm in jalgaon all are not working this type of service noe expected from hdfc,1,no response at all from your team it seems knowingly the matter is being delaying,5,good morning maura it was made via my debit card however i now have a charge notice of 31 . 90 to be paid when the toll charge was paid ? i tried to get confirmation from c services on the date and time transaction was made it was on the 29 november around 2330 and i was told no .,0,team i am getting unnecessary call from hdfc associate stating that i have taken the personal loan from hdfc bank though i hav never took any loan from hdfc bank and how come hdfc bank has verified the kyc of this account .,1
3374,hello good day i have an offer you might find interesting have you ever heard of crypto mining ? ? have you ever tried mining bitcoin ? you can double it twice more than what you bought in just 5 working days ? ? with 105 double to 6k worth crypto whatsapp me 1 937 870 0190,0,yes deflationary money is a good thing,4,in blockchain gaming people are always worried about the transaction speed because they worry about their transaction going to fail . how fast and secure is tapfantasy gaming platform ? if the number of users spikes will transactions on tapfantasy get congested ?,1,what is etf ? is it better than index fund or other mutual funds ?,4
3375,mutual fund hi kr lo usse better to .,0,card belonged to hdfc and atm belonged to hsbc,4,as your twitter my complaint on mail but still no response sr no 78161198,0,my application number is 182474922 under goalpara dto office . i payment for dl licence . the payment was cut from my bank account but in website shows payment fail . payment transaction id t220114008285417337951 collect id axiea7919a3b79f4188b5f2a820102d716c,3
3376,not ordering from online again . policy of refusing replacement of damaged items except in store if a store has in stock even if it is in stock online yet refusing to refund in store is ridiculous and terrible customer service .,1,i do not even have a bank account in your bank but still receiving the transaction updates for some other account holder . . mail box is getting spammed with your mails . . please look into this,5,start investing as early as possible . diversify . mutual funds are good . gold bonds are a better option than investing in gold jewellery . also please get health insurance if you are in india . i said too many things .,2,,4
3377,for the mid long term for 5 years saving in ppf nsc or kissan vikas patra is still better than investing in stocks or mutual funds sip .,0,is it normal at your merrimack nh store to only accept cash ? thinking face in the a . m . u took debit . went back in p . m . woman refused to run my card had me pay cash and wrote a receipt . said ur sensitive solutions earrings line only good 1 month then wear off and to buy gold sterling silver,6,can you pls guide abt gmr infra future lot held in view of corporate action proposed tomm and compulsory conversion in cash or compulsory sq up of lot,1,no shit sherlock . the booster is just another shot of the vaccine that they already admitted wears off which is why they needed the booster . it is a cash cow for them to have created something to give you every 6 months for life .,4
3378,i am order mattress on amazon but item was missing amazon not help not refund my money fraud amazon with i am very frustrated cheater amazon not reply help me,1,it is very nice here ! a healthy mix of seasons i feel . will do my best to keep warm for yall ! smiling face with hearts thumbs up revolving hearts and your always welcome ! blue heart paw prints hundred points,3,there was a while there when the few places that actually do have a military discount kept trying to give me one because i have a debit card from usaa lmfao,1,your own retirement account will own the home you are renting . they will take a 40 cut off the top then 20 and 2 management fees from the pe fund to the mutual fund then mutual funds take their fee . hey you own nothing but get 50 back after 30 years . what a great deal !,4
3379,hey . . it s been almost 5 days now that i am waiting on for a solution from you folks . send you dm asked update on the app still no response . humble request if someone please look into the issue on priority .,1,good thing i stayed up because i found my debit card . face with tears of joy,3,not sure why listing does not work . many people complain about it in the holaplex discord atm but the blockchain seems to run fine so probably a metaplex or holaplex specific issue ?,0,1 fail eth transaction 1 year solana fees . . eth no futur of franc,3
3380,the apple store policy is sale final be attention no refund terrible customer service .,1,this just happens to be a season in which brady has the raw numbers burrow and rodgers have the rate stats and allen has the combo run pass card to play . all have had great years . we cannot give players credit for games in which they did not play .,4,hello for my credit card the fraud status says security credit has been issued . what does this mean ?,1,i better find my debit card today . it s been years since i lost one loudly crying face .,4
3381,ajio patheticserviceprovider please check the attached snap where your delivery parter confirmed me that material is already returned . i want my money back asap . kindly take action .,1,republican sen . roger marshall will be introducing the financial accountability for uniquely compensated individuals fauci act after he said infectious disease expert anthony fauci s records were not readily accessible to the public .,4,i only try to increase my credit score through cc usage i do not want to be involved with loans lol that is why i watch credit card videos for great advice,2,boutique centerview tops junior pay hikes with 130 00 starting salary via,4
3382,wat you have said is will take 45 days for a normal transaction from is that true ? ?,1,blue whale s reasons for selling out of amzn seem the opposite of those cited by terry smith for getting in,4,this is w just basic defi savings functionality via anchor protocol . i should be able to increase apy to better align to actual anchor rate as new features products are added increasing revenue and offsetting expenses such as trading debit card etc . first things first .,2,i have my debit card saved in google pay not sure this is a great idea tbh and it expired this month . my new physical card only arrived today but it appeared automatically in the app a few days ago . so my phone had my new bank details before i did where is my tinfoil hat ?,4
3383,so i receive a standard response in dm not at all addressing this misleading ad which lead me to use their service in dec when i ask specifically about it i get no response pathetically is not owning up . i will avoid paytm postpaid as much as i can after this .,1,if you have a full time job its better to stick to etf and mutual funds personal finance etf mf,3,still no response . . already filled the form . . unacceptable service from hdfc bank . .,0,blockchain is a family of algorithms for distributed agreement . you can make the algorithm do whatever you want and at worst cryptobros might complain that it is not real blockchain for instance delete the offending post and if a majority agree it is gone .,2
3384,you are looting consumer s money . it is very disappointing behavior that they did not refund back failed transaction money even after weeks and their costumer support shows us the way to our bank who does not recognize their transaction number .,1,all the web3 parts are gone and you have a website for buying and selling jpegs with your debit card . it would actually be much better in the immediate sense . it would be faster cheaper and easier to use .,3,good evening i have been the one sending mails about my account that was flagged for using another debit card .,1,banks being put on notice regarding climate change policies signals change is in the air,4
